No.,Time,Source,Destination,Protocol,Length,Info,,,,,,,,,,,,,,,time 2,time 1,delay 1,delay 2,jiter 
9138,685.38864,172.20.10.7,202.70.54.17,TCP,66,49478  >  80 [ACK] Seq=152681 Ack=5253221 Win=260 Len=0 SLE=5255941 SRE=5257301,,,,,,,,,,,,,,,,,,,
9139,685.392584,202.70.54.17,172.20.10.7,TCP,1414,[TCP Retransmission] 80  >  49478 [ACK] Seq=5253221 Ack=152681 Win=2400 Len=1360,,,,,,,,,,,,,,,,,,,
9140,685.392584,202.70.54.17,172.20.10.7,TCP,1414,80  >  49478 [ACK] Seq=5257301 Ack=152681 Win=2400 Len=1360 [TCP segment of a reassembled PDU],,,,,,,,,,,,,,,,,,,
9141,685.392734,172.20.10.7,202.70.54.17,TCP,66,49478  >  80 [ACK] Seq=152681 Ack=5254581 Win=260 Len=0 SLE=5255941 SRE=5257301,,,,,,,,,,,,,,,,,,,
9142,685.392916,172.20.10.7,202.70.54.17,TCP,66,[TCP Dup ACK 9141#1] 49478  >  80 [ACK] Seq=152681 Ack=5254581 Win=260 Len=0 SLE=5255941 SRE=5258661,,,,,,,,,,,,,,,,,,,
9143,685.393535,202.70.54.17,172.20.10.7,TCP,1414,80  >  49478 [ACK] Seq=5258661 Ack=152681 Win=2400 Len=1360 [TCP segment of a reassembled PDU],,,,,,,,,,,,,,,,,,,
9144,685.393628,172.20.10.7,202.70.54.17,TCP,66,[TCP Dup ACK 9141#2] 49478  >  80 [ACK] Seq=152681 Ack=5254581 Win=260 Len=0 SLE=5255941 SRE=5260021,,,,,,,,,,,,,,,,,,,
9145,685.398557,202.70.54.17,172.20.10.7,TCP,1414,[TCP Fast Retransmission] 80  >  49478 [ACK] Seq=5254581 Ack=152681 Win=2400 Len=1360 [TCP segment of a reassembled PDU],,,,,,,,,,,,,,,,,,,
9146,685.398699,172.20.10.7,202.70.54.17,TCP,54,49478  >  80 [ACK] Seq=152681 Ack=5260021 Win=260 Len=0,,,,,,,,,,,,,,,,,,,
9147,685.399554,202.70.54.17,172.20.10.7,TCP,1414,80  >  49478 [ACK] Seq=5260021 Ack=152681 Win=2400 Len=1360 [TCP segment of a reassembled PDU],,,,,,,,,,,,,,,,,,,
9148,685.518522,172.20.10.7,74.125.130.138,TCP,54,49477  >  80 [ACK] Seq=108612 Ack=358105 Win=260 Len=0,,,,,,,,,,,,,,,,,,,
9150,685.650549,172.20.10.7,202.70.54.17,TCP,54,49478  >  80 [ACK] Seq=152681 Ack=5261381 Win=255 Len=0,,,,,,,,,,,,,,,,,,,
9151,685.690594,202.70.54.17,172.20.10.7,TCP,1414,[TCP Spurious Retransmission] 80  >  49478 [ACK] Seq=5260021 Ack=152681 Win=2400 Len=1360 [TCP segment of a reassembled PDU],,,,,,,,,,,,,,,,,,,
9152,685.690705,172.20.10.7,202.70.54.17,TCP,66,[TCP Dup ACK 9150#1] 49478  >  80 [ACK] Seq=152681 Ack=5261381 Win=255 Len=0 SLE=5260021 SRE=5261381,,,,,,,,,,,,,,,,,,,
9153,685.697583,202.70.54.17,172.20.10.7,TCP,1086,"80  >  49478 [PSH, ACK] Seq=5261381 Ack=152681 Win=2400 Len=1032 [TCP segment of a reassembled PDU]",,,,,,,,,,,,,,,,,,,
9154,685.714209,172.20.10.7,202.70.54.17,TCP,54,49478  >  80 [ACK] Seq=152681 Ack=5262413 Win=260 Len=0,,,,,,,,,,,,,,,,,,,
9156,687.260111,172.20.10.7,74.125.130.138,HTTP,367,GET /edgedl/release2/chrome_component/IPe0DW--vyzNNx0NkxLNjw_32.0.0.433/AKz8Q2rhuXOOMWYXiBLhv-g HTTP/1.1 ,,,,,,,,,,,,,,,,,,,
9157,687.357644,74.125.130.138,172.20.10.7,HTTP,1086,HTTP/1.1 302 Found  (text/html),,,,,,,,,,,,,,,,,,,
9159,687.648724,172.20.10.7,74.125.130.138,TCP,54,49477  >  80 [ACK] Seq=108925 Ack=359137 Win=256 Len=0,,,,,,,,,,,,,,,,,,,
9160,687.798976,172.20.10.7,202.70.54.17,HTTP,494,GET /edgedl/release2/chrome_component/IPe0DW--vyzNNx0NkxLNjw_32.0.0.433/AKz8Q2rhuXOOMWYXiBLhv-g?cms_redirect=yes&mh=87&mip=115.178.212.69&mm=28&mn=sn-nh5gu-jb3z&ms=nvh&mt=1601831772&mv=m&mvi=6&pl=24&shardbypass=yes HTTP/1.1 ,,,,,,,,,,,,,,,,,,,
9161,687.844668,202.70.54.17,172.20.10.7,TCP,1414,80  >  49478 [ACK] Seq=5262413 Ack=153121 Win=2405 Len=1360 [TCP segment of a reassembled PDU],,,,,,,,,,,,,,,,,,,
9162,687.846291,202.70.54.17,172.20.10.7,TCP,1414,80  >  49478 [ACK] Seq=5263773 Ack=153121 Win=2405 Len=1360 [TCP segment of a reassembled PDU],,,,,,,,,,,,,,,,,,,
9163,687.846291,202.70.54.17,172.20.10.7,TCP,1414,80  >  49478 [ACK] Seq=5265133 Ack=153121 Win=2405 Len=1360 [TCP segment of a reassembled PDU],,,,,,,,,,,,,,,,,,,
9164,687.846454,172.20.10.7,202.70.54.17,TCP,54,49478  >  80 [ACK] Seq=153121 Ack=5266493 Win=260 Len=0,,,,,,,,,,,,,,,,,,,
9165,687.847682,202.70.54.17,172.20.10.7,TCP,1414,[TCP Previous segment not captured] 80  >  49478 [ACK] Seq=5267853 Ack=153121 Win=2405 Len=1360 [TCP segment of a reassembled PDU],,,,,,,,,,,,,,,,,,,
9166,687.847682,202.70.54.17,172.20.10.7,TCP,1414,80  >  49478 [ACK] Seq=5269213 Ack=153121 Win=2405 Len=1360 [TCP segment of a reassembled PDU],,,,,,,,,,,,,,,,,,,
9167,687.847822,172.20.10.7,202.70.54.17,TCP,66,[TCP Dup ACK 9164#1] 49478  >  80 [ACK] Seq=153121 Ack=5266493 Win=260 Len=0 SLE=5267853 SRE=5269213,,,,,,,,,,,,,,,,,,,
9168,687.847975,172.20.10.7,202.70.54.17,TCP,66,[TCP Dup ACK 9164#2] 49478  >  80 [ACK] Seq=153121 Ack=5266493 Win=260 Len=0 SLE=5267853 SRE=5270573,,,,,,,,,,,,,,,,,,,
9169,687.849656,202.70.54.17,172.20.10.7,TCP,1414,[TCP Fast Retransmission] 80  >  49478 [ACK] Seq=5266493 Ack=153121 Win=2405 Len=1360 [TCP segment of a reassembled PDU],,,,,,,,,,,,,,,,,,,
9170,687.849791,172.20.10.7,202.70.54.17,TCP,54,49478  >  80 [ACK] Seq=153121 Ack=5270573 Win=260 Len=0,,,,,,,,,,,,,,,,,,,
9171,687.854674,202.70.54.17,172.20.10.7,TCP,1414,80  >  49478 [ACK] Seq=5270573 Ack=153121 Win=2405 Len=1360 [TCP segment of a reassembled PDU],,,,,,,,,,,,,,,,,,,
9172,687.868224,202.70.54.17,172.20.10.7,TCP,1414,80  >  49478 [ACK] Seq=5271933 Ack=153121 Win=2405 Len=1360 [TCP segment of a reassembled PDU],,,,,,,,,,,,,,,,,,,
9173,687.868359,172.20.10.7,202.70.54.17,TCP,54,49478  >  80 [ACK] Seq=153121 Ack=5273293 Win=260 Len=0,,,,,,,,,,,,,,,,,,,
9174,687.875666,202.70.54.17,172.20.10.7,TCP,1414,[TCP Previous segment not captured] 80  >  49478 [ACK] Seq=5274653 Ack=153121 Win=2405 Len=1360 [TCP segment of a reassembled PDU],,,,,,,,,,,,,,,,,,,
9175,687.875801,172.20.10.7,202.70.54.17,TCP,66,[TCP Dup ACK 9173#1] 49478  >  80 [ACK] Seq=153121 Ack=5273293 Win=260 Len=0 SLE=5274653 SRE=5276013,,,,,,,,,,,,,,,,,,,
9176,687.886676,202.70.54.17,172.20.10.7,TCP,1414,[TCP Retransmission] 80  >  49478 [ACK] Seq=5273293 Ack=153121 Win=2405 Len=1360,,,,,,,,,,,,,,,,,,,
9177,687.886828,172.20.10.7,202.70.54.17,TCP,54,49478  >  80 [ACK] Seq=153121 Ack=5276013 Win=260 Len=0,,,,,,,,,,,,,,,,,,,
9178,687.890675,202.70.54.17,172.20.10.7,TCP,1002,"80  >  49478 [PSH, ACK] Seq=5276013 Ack=153121 Win=2405 Len=948 [TCP segment of a reassembled PDU]",,,,,,,,,,,,,,,,,,,
9179,688.068086,172.20.10.7,74.125.130.138,HTTP,367,GET /edgedl/release2/chrome_component/IPe0DW--vyzNNx0NkxLNjw_32.0.0.433/AKz8Q2rhuXOOMWYXiBLhv-g HTTP/1.1 ,,,,,,,,,,,,,,,,,,,
9180,688.13676,202.70.54.17,172.20.10.7,TCP,1002,"[TCP Retransmission] 80  >  49478 [PSH, ACK] Seq=5276013 Ack=153121 Win=2405 Len=948",,,,,,,,,,,,,,,,,,,
9181,688.136867,172.20.10.7,202.70.54.17,TCP,66,49478  >  80 [ACK] Seq=153121 Ack=5276961 Win=256 Len=0 SLE=5276013 SRE=5276961,,,,,,,,,,,,,,,,,,,
9182,688.145549,74.125.130.138,172.20.10.7,HTTP,1086,HTTP/1.1 302 Found  (text/html),,,,,,,,,,,,,,,,,,,
9183,688.158943,172.20.10.7,202.70.54.17,HTTP,494,GET /edgedl/release2/chrome_component/IPe0DW--vyzNNx0NkxLNjw_32.0.0.433/AKz8Q2rhuXOOMWYXiBLhv-g?cms_redirect=yes&mh=87&mip=115.178.212.69&mm=28&mn=sn-nh5gu-jb3z&ms=nvh&mt=1601831834&mv=m&mvi=6&pl=24&shardbypass=yes HTTP/1.1 ,,,,,,,,,,,,,,,,,,,
9184,688.207645,202.70.54.17,172.20.10.7,TCP,54,80  >  49478 [ACK] Seq=5276961 Ack=153561 Win=2409 Len=0,,,,,,,,,,,,,,,,,,,
9185,688.273779,202.70.54.17,172.20.10.7,TCP,1414,80  >  49478 [ACK] Seq=5276961 Ack=153561 Win=2409 Len=1360 [TCP segment of a reassembled PDU],,,,,,,,,,,,,,,,,,,
9186,688.277723,202.70.54.17,172.20.10.7,TCP,1414,80  >  49478 [ACK] Seq=5278321 Ack=153561 Win=2409 Len=1360 [TCP segment of a reassembled PDU],,,,,,,,,,,,,,,,,,,
9187,688.277848,172.20.10.7,202.70.54.17,TCP,54,49478  >  80 [ACK] Seq=153561 Ack=5279681 Win=260 Len=0,,,,,,,,,,,,,,,,,,,
9188,688.286688,202.70.54.17,172.20.10.7,TCP,1414,80  >  49478 [ACK] Seq=5279681 Ack=153561 Win=2409 Len=1360 [TCP segment of a reassembled PDU],,,,,,,,,,,,,,,,,,,
9189,688.348629,172.20.10.7,74.125.130.138,TCP,54,49477  >  80 [ACK] Seq=109238 Ack=360169 Win=260 Len=0,,,,,,,,,,,,,,,,,,,
9190,688.452688,202.70.54.17,172.20.10.7,TCP,1338,"[TCP Previous segment not captured] 80  >  49478 [PSH, ACK] Seq=5305521 Ack=153561 Win=2409 Len=1284 [TCP segment of a reassembled PDU]",,,,,,,,,,,,,,,,,,,
9191,688.452819,172.20.10.7,202.70.54.17,TCP,66,49478  >  80 [ACK] Seq=153561 Ack=5281041 Win=260 Len=0 SLE=5305521 SRE=5306805,,,,,,,,,,,,,,,,,,,
9192,688.569689,202.70.54.17,172.20.10.7,TCP,1414,[TCP Retransmission] 80  >  49478 [ACK] Seq=5294641 Ack=153561 Win=2409 Len=1360,,,,,,,,,,,,,,,,,,,
9193,688.569823,172.20.10.7,202.70.54.17,TCP,74,[TCP Dup ACK 9191#1] 49478  >  80 [ACK] Seq=153561 Ack=5281041 Win=260 Len=0 SLE=5294641 SRE=5296001 SLE=5305521 SRE=5306805,,,,,,,,,,,,,,,,,,,
9194,688.664699,202.70.54.17,172.20.10.7,TCP,1414,[TCP Retransmission] 80  >  49478 [ACK] Seq=5281041 Ack=153561 Win=2409 Len=1360,,,,,,,,,,,,,,,,,,,
9195,688.664844,172.20.10.7,202.70.54.17,TCP,74,49478  >  80 [ACK] Seq=153561 Ack=5282401 Win=260 Len=0 SLE=5294641 SRE=5296001 SLE=5305521 SRE=5306805,,,,,,,,,,,,,,,,,,,
9196,689.010289,202.70.54.17,172.20.10.7,TCP,1414,[TCP Retransmission] 80  >  49478 [ACK] Seq=5282401 Ack=153561 Win=2409 Len=1360,,,,,,,,,,,,,,,,,,,
9197,689.010421,172.20.10.7,202.70.54.17,TCP,74,49478  >  80 [ACK] Seq=153561 Ack=5283761 Win=260 Len=0 SLE=5294641 SRE=5296001 SLE=5305521 SRE=5306805,,,,,,,,,,,,,,,,,,,
9198,689.736808,202.70.54.17,172.20.10.7,TCP,1414,[TCP Retransmission] 80  >  49478 [ACK] Seq=5283761 Ack=153561 Win=2409 Len=1360,,,,,,,,,,,,,,,,,,,
9199,689.73695,172.20.10.7,202.70.54.17,TCP,74,49478  >  80 [ACK] Seq=153561 Ack=5285121 Win=260 Len=0 SLE=5294641 SRE=5296001 SLE=5305521 SRE=5306805,,,,,,,,,,,,,,,,,,,
9200,689.778771,202.70.54.17,172.20.10.7,TCP,1414,[TCP Retransmission] 80  >  49478 [ACK] Seq=5286481 Ack=153561 Win=2409 Len=1360,,,,,,,,,,,,,,,,,,,
9201,689.778898,172.20.10.7,202.70.54.17,TCP,82,[TCP Dup ACK 9199#1] 49478  >  80 [ACK] Seq=153561 Ack=5285121 Win=260 Len=0 SLE=5286481 SRE=5287841 SLE=5294641 SRE=5296001 SLE=5305521 SRE=5306805,,,,,,,,,,,,,,,,,,,
9202,689.779764,202.70.54.17,172.20.10.7,TCP,1414,[TCP Retransmission] 80  >  49478 [ACK] Seq=5287841 Ack=153561 Win=2409 Len=1360,,,,,,,,,,,,,,,,,,,
9203,689.779892,172.20.10.7,202.70.54.17,TCP,82,[TCP Dup ACK 9199#2] 49478  >  80 [ACK] Seq=153561 Ack=5285121 Win=260 Len=0 SLE=5286481 SRE=5289201 SLE=5294641 SRE=5296001 SLE=5305521 SRE=5306805,,,,,,,,,,,,,,,,,,,
9204,689.782813,202.70.54.17,172.20.10.7,TCP,1414,[TCP Retransmission] 80  >  49478 [ACK] Seq=5289201 Ack=153561 Win=2409 Len=1360,,,,,,,,,,,,,,,,,,,
9205,689.782943,172.20.10.7,202.70.54.17,TCP,82,[TCP Dup ACK 9199#3] 49478  >  80 [ACK] Seq=153561 Ack=5285121 Win=260 Len=0 SLE=5286481 SRE=5290561 SLE=5294641 SRE=5296001 SLE=5305521 SRE=5306805,,,,,,,,,,,,,,,,,,,
9206,689.785892,202.70.54.17,172.20.10.7,TCP,1414,[TCP Fast Retransmission] 80  >  49478 [ACK] Seq=5285121 Ack=153561 Win=2409 Len=1360 [TCP segment of a reassembled PDU],,,,,,,,,,,,,,,,,,,
9207,689.786037,172.20.10.7,202.70.54.17,TCP,74,49478  >  80 [ACK] Seq=153561 Ack=5290561 Win=260 Len=0 SLE=5294641 SRE=5296001 SLE=5305521 SRE=5306805,,,,,,,,,,,,,,,,,,,
9208,690.982051,202.70.54.17,172.20.10.7,TCP,1414,[TCP Retransmission] 80  >  49478 [ACK] Seq=5290561 Ack=153561 Win=2409 Len=1360,,,,,,,,,,,,,,,,,,,
9209,690.98219,172.20.10.7,202.70.54.17,TCP,74,49478  >  80 [ACK] Seq=153561 Ack=5291921 Win=260 Len=0 SLE=5294641 SRE=5296001 SLE=5305521 SRE=5306805,,,,,,,,,,,,,,,,,,,
9210,691.02765,202.70.54.17,172.20.10.7,TCP,1414,[TCP Retransmission] 80  >  49478 [ACK] Seq=5293281 Ack=153561 Win=2409 Len=1360,,,,,,,,,,,,,,,,,,,
9211,691.02781,172.20.10.7,202.70.54.17,TCP,74,[TCP Dup ACK 9209#1] 49478  >  80 [ACK] Seq=153561 Ack=5291921 Win=260 Len=0 SLE=5293281 SRE=5296001 SLE=5305521 SRE=5306805,,,,,,,,,,,,,,,,,,,
9212,691.040059,202.70.54.17,172.20.10.7,TCP,1414,[TCP Retransmission] 80  >  49478 [ACK] Seq=5296001 Ack=153561 Win=2409 Len=1360,,,,,,,,,,,,,,,,,,,
9213,691.040131,172.20.10.7,202.70.54.17,TCP,74,[TCP Dup ACK 9209#2] 49478  >  80 [ACK] Seq=153561 Ack=5291921 Win=260 Len=0 SLE=5293281 SRE=5297361 SLE=5305521 SRE=5306805,,,,,,,,,,,,,,,,,,,
9214,691.04034,202.70.54.17,172.20.10.7,TCP,1414,[TCP Fast Retransmission] 80  >  49478 [ACK] Seq=5291921 Ack=153561 Win=2409 Len=1360 [TCP segment of a reassembled PDU],,,,,,,,,,,,,,,,,,,
9215,691.040405,172.20.10.7,202.70.54.17,TCP,66,49478  >  80 [ACK] Seq=153561 Ack=5297361 Win=260 Len=0 SLE=5305521 SRE=5306805,,,,,,,,,,,,,,,,,,,
9216,691.041751,202.70.54.17,172.20.10.7,TCP,1414,[TCP Retransmission] 80  >  49478 [ACK] Seq=5297361 Ack=153561 Win=2409 Len=1360,,,,,,,,,,,,,,,,,,,
9217,691.041831,172.20.10.7,202.70.54.17,TCP,66,49478  >  80 [ACK] Seq=153561 Ack=5298721 Win=260 Len=0 SLE=5305521 SRE=5306805,,,,,,,,,,,,,,,,,,,
9218,691.077966,202.70.54.17,172.20.10.7,TCP,1414,[TCP Retransmission] 80  >  49478 [ACK] Seq=5300081 Ack=153561 Win=2409 Len=1360,,,,,,,,,,,,,,,,,,,
9219,691.078099,172.20.10.7,202.70.54.17,TCP,74,[TCP Dup ACK 9217#1] 49478  >  80 [ACK] Seq=153561 Ack=5298721 Win=260 Len=0 SLE=5300081 SRE=5301441 SLE=5305521 SRE=5306805,,,,,,,,,,,,,,,,,,,
9220,691.089775,202.70.54.17,172.20.10.7,TCP,1414,[TCP Retransmission] 80  >  49478 [ACK] Seq=5298721 Ack=153561 Win=2409 Len=1360,,,,,,,,,,,,,,,,,,,
9221,691.089918,172.20.10.7,202.70.54.17,TCP,66,49478  >  80 [ACK] Seq=153561 Ack=5301441 Win=260 Len=0 SLE=5305521 SRE=5306805,,,,,,,,,,,,,,,,,,,
9222,693.416886,202.70.54.17,172.20.10.7,TCP,1414,[TCP Retransmission] 80  >  49478 [ACK] Seq=5301441 Ack=153561 Win=2409 Len=1360,,,,,,,,,,,,,,,,,,,
9223,693.417033,172.20.10.7,202.70.54.17,TCP,66,49478  >  80 [ACK] Seq=153561 Ack=5302801 Win=260 Len=0 SLE=5305521 SRE=5306805,,,,,,,,,,,,,,,,,,,
9224,693.457611,202.70.54.17,172.20.10.7,TCP,1414,[TCP Retransmission] 80  >  49478 [ACK] Seq=5302801 Ack=153561 Win=2409 Len=1360,,,,,,,,,,,,,,,,,,,
9225,693.457745,172.20.10.7,202.70.54.17,TCP,66,49478  >  80 [ACK] Seq=153561 Ack=5304161 Win=260 Len=0 SLE=5305521 SRE=5306805,,,,,,,,,,,,,,,,,,,
9226,693.46273,202.70.54.17,172.20.10.7,TCP,1414,[TCP Retransmission] 80  >  49478 [ACK] Seq=5304161 Ack=153561 Win=2409 Len=1360,,,,,,,,,,,,,,,,,,,
9227,693.462831,172.20.10.7,202.70.54.17,TCP,54,49478  >  80 [ACK] Seq=153561 Ack=5306805 Win=260 Len=0,,,,,,,,,,,,,,,,,,,
9228,693.46723,172.20.10.7,74.125.130.138,HTTP,367,GET /edgedl/release2/chrome_component/IPe0DW--vyzNNx0NkxLNjw_32.0.0.433/AKz8Q2rhuXOOMWYXiBLhv-g HTTP/1.1 ,,,,,,,,,,,,,,,,,,,
9229,693.548716,74.125.130.138,172.20.10.7,HTTP,1086,HTTP/1.1 302 Found  (text/html),,,,,,,,,,,,,,,,,,,
9230,693.549728,172.20.10.7,202.70.54.17,HTTP,494,GET /edgedl/release2/chrome_component/IPe0DW--vyzNNx0NkxLNjw_32.0.0.433/AKz8Q2rhuXOOMWYXiBLhv-g?cms_redirect=yes&mh=87&mip=115.178.212.69&mm=28&mn=sn-nh5gu-jb3z&ms=nvh&mt=1601831772&mv=m&mvi=6&pl=24&shardbypass=yes HTTP/1.1 ,,,,,,,,,,,,,,,,,,,
9231,693.602691,202.70.54.17,172.20.10.7,TCP,54,80  >  49478 [ACK] Seq=5306805 Ack=154001 Win=2413 Len=0,,,,,,,,,,,,,,,,,,,
9232,693.67267,202.70.54.17,172.20.10.7,TCP,1414,80  >  49478 [ACK] Seq=5306805 Ack=154001 Win=2413 Len=1360 [TCP segment of a reassembled PDU],,,,,,,,,,,,,,,,,,,
9233,693.674567,202.70.54.17,172.20.10.7,TCP,1414,80  >  49478 [ACK] Seq=5308165 Ack=154001 Win=2413 Len=1360 [TCP segment of a reassembled PDU],,,,,,,,,,,,,,,,,,,
9234,693.674685,172.20.10.7,202.70.54.17,TCP,54,49478  >  80 [ACK] Seq=154001 Ack=5309525 Win=260 Len=0,,,,,,,,,,,,,,,,,,,
9235,693.699903,202.70.54.17,172.20.10.7,TCP,1414,80  >  49478 [ACK] Seq=5309525 Ack=154001 Win=2413 Len=1360 [TCP segment of a reassembled PDU],,,,,,,,,,,,,,,,,,,
9236,693.699903,202.70.54.17,172.20.10.7,TCP,1414,80  >  49478 [ACK] Seq=5310885 Ack=154001 Win=2413 Len=1360 [TCP segment of a reassembled PDU],,,,,,,,,,,,,,,,,,,
9237,693.700075,172.20.10.7,202.70.54.17,TCP,54,49478  >  80 [ACK] Seq=154001 Ack=5312245 Win=260 Len=0,,,,,,,,,,,,,,,,,,,
9238,693.70295,202.70.54.17,172.20.10.7,TCP,1414,[TCP Previous segment not captured] 80  >  49478 [ACK] Seq=5313605 Ack=154001 Win=2413 Len=1360 [TCP segment of a reassembled PDU],,,,,,,,,,,,,,,,,,,
9239,693.70295,202.70.54.17,172.20.10.7,TCP,1414,[TCP Previous segment not captured] 80  >  49478 [ACK] Seq=5316325 Ack=154001 Win=2413 Len=1360 [TCP segment of a reassembled PDU],,,,,,,,,,,,,,,,,,,
9240,693.70295,202.70.54.17,172.20.10.7,TCP,1414,[TCP Out-Of-Order] 80  >  49478 [ACK] Seq=5312245 Ack=154001 Win=2413 Len=1360 [TCP segment of a reassembled PDU],,,,,,,,,,,,,,,,,,,
9241,693.703097,172.20.10.7,202.70.54.17,TCP,66,[TCP Dup ACK 9237#1] 49478  >  80 [ACK] Seq=154001 Ack=5312245 Win=260 Len=0 SLE=5313605 SRE=5314965,,,,,,,,,,,,,,,,,,,
9242,693.703276,172.20.10.7,202.70.54.17,TCP,74,[TCP Dup ACK 9237#2] 49478  >  80 [ACK] Seq=154001 Ack=5312245 Win=260 Len=0 SLE=5316325 SRE=5317685 SLE=5313605 SRE=5314965,,,,,,,,,,,,,,,,,,,
9243,693.70336,172.20.10.7,202.70.54.17,TCP,66,49478  >  80 [ACK] Seq=154001 Ack=5314965 Win=260 Len=0 SLE=5316325 SRE=5317685,,,,,,,,,,,,,,,,,,,
9244,693.707898,202.70.54.17,172.20.10.7,TCP,1414,[TCP Retransmission] 80  >  49478 [ACK] Seq=5314965 Ack=154001 Win=2413 Len=1360,,,,,,,,,,,,,,,,,,,
9245,693.708049,172.20.10.7,202.70.54.17,TCP,54,49478  >  80 [ACK] Seq=154001 Ack=5317685 Win=260 Len=0,,,,,,,,,,,,,,,,,,,
9246,693.718787,202.70.54.17,172.20.10.7,TCP,1414,[TCP Previous segment not captured] 80  >  49478 [ACK] Seq=5320405 Ack=154001 Win=2413 Len=1360 [TCP segment of a reassembled PDU],,,,,,,,,,,,,,,,,,,
9247,693.718921,172.20.10.7,202.70.54.17,TCP,66,[TCP Dup ACK 9245#1] 49478  >  80 [ACK] Seq=154001 Ack=5317685 Win=260 Len=0 SLE=5320405 SRE=5321765,,,,,,,,,,,,,,,,,,,
9248,693.719263,202.70.54.17,172.20.10.7,TCP,1414,80  >  49478 [ACK] Seq=5321765 Ack=154001 Win=2413 Len=1360 [TCP segment of a reassembled PDU],,,,,,,,,,,,,,,,,,,
9249,693.719317,172.20.10.7,202.70.54.17,TCP,66,[TCP Dup ACK 9245#2] 49478  >  80 [ACK] Seq=154001 Ack=5317685 Win=260 Len=0 SLE=5320405 SRE=5323125,,,,,,,,,,,,,,,,,,,
9250,693.7219,202.70.54.17,172.20.10.7,TCP,1414,[TCP Fast Retransmission] 80  >  49478 [ACK] Seq=5317685 Ack=154001 Win=2413 Len=1360 [TCP segment of a reassembled PDU],,,,,,,,,,,,,,,,,,,
9251,693.722036,172.20.10.7,202.70.54.17,TCP,66,49478  >  80 [ACK] Seq=154001 Ack=5319045 Win=260 Len=0 SLE=5320405 SRE=5323125,,,,,,,,,,,,,,,,,,,
9252,693.733576,202.70.54.17,172.20.10.7,TCP,1414,[TCP Retransmission] 80  >  49478 [ACK] Seq=5319045 Ack=154001 Win=2413 Len=1360,,,,,,,,,,,,,,,,,,,
9253,693.733576,202.70.54.17,172.20.10.7,TCP,637,"[TCP Previous segment not captured] 80  >  49478 [PSH, ACK] Seq=5327205 Ack=154001 Win=2413 Len=583 [TCP segment of a reassembled PDU]",,,,,,,,,,,,,,,,,,,
9254,693.733729,172.20.10.7,202.70.54.17,TCP,54,49478  >  80 [ACK] Seq=154001 Ack=5323125 Win=260 Len=0,,,,,,,,,,,,,,,,,,,
9255,693.733913,172.20.10.7,202.70.54.17,TCP,66,[TCP Dup ACK 9254#1] 49478  >  80 [ACK] Seq=154001 Ack=5323125 Win=260 Len=0 SLE=5327205 SRE=5327788,,,,,,,,,,,,,,,,,,,
9256,693.748852,172.20.10.7,74.125.130.138,TCP,54,49477  >  80 [ACK] Seq=109551 Ack=361201 Win=256 Len=0,,,,,,,,,,,,,,,,,,,
9257,694.143491,202.70.54.17,172.20.10.7,TCP,1414,[TCP Retransmission] 80  >  49478 [ACK] Seq=5323125 Ack=154001 Win=2413 Len=1360,,,,,,,,,,,,,,,,,,,
9258,694.143623,172.20.10.7,202.70.54.17,TCP,66,49478  >  80 [ACK] Seq=154001 Ack=5324485 Win=260 Len=0 SLE=5327205 SRE=5327788,,,,,,,,,,,,,,,,,,,
9259,694.195912,202.70.54.17,172.20.10.7,TCP,1414,[TCP Retransmission] 80  >  49478 [ACK] Seq=5324485 Ack=154001 Win=2413 Len=1360,,,,,,,,,,,,,,,,,,,
9260,694.196044,172.20.10.7,202.70.54.17,TCP,66,49478  >  80 [ACK] Seq=154001 Ack=5325845 Win=260 Len=0 SLE=5327205 SRE=5327788,,,,,,,,,,,,,,,,,,,
9261,694.198947,202.70.54.17,172.20.10.7,TCP,1414,[TCP Retransmission] 80  >  49478 [ACK] Seq=5325845 Ack=154001 Win=2413 Len=1360,,,,,,,,,,,,,,,,,,,
9262,694.199131,172.20.10.7,202.70.54.17,TCP,54,49478  >  80 [ACK] Seq=154001 Ack=5327788 Win=260 Len=0,,,,,,,,,,,,,,,,,,,
9263,694.466201,172.20.10.7,74.125.130.138,HTTP,367,GET /edgedl/release2/chrome_component/IPe0DW--vyzNNx0NkxLNjw_32.0.0.433/AKz8Q2rhuXOOMWYXiBLhv-g HTTP/1.1 ,,,,,,,,,,,,,,,,,,,
9264,694.568897,74.125.130.138,172.20.10.7,HTTP,1086,HTTP/1.1 302 Found  (text/html),,,,,,,,,,,,,,,,,,,
9265,694.570247,172.20.10.7,202.70.54.17,HTTP,494,GET /edgedl/release2/chrome_component/IPe0DW--vyzNNx0NkxLNjw_32.0.0.433/AKz8Q2rhuXOOMWYXiBLhv-g?cms_redirect=yes&mh=87&mip=115.178.212.69&mm=28&mn=sn-nh5gu-jb3z&ms=nvh&mt=1601831772&mv=m&mvi=6&pl=24&shardbypass=yes HTTP/1.1 ,,,,,,,,,,,,,,,,,,,
9266,694.623762,202.70.54.17,172.20.10.7,TCP,54,80  >  49478 [ACK] Seq=5327788 Ack=154441 Win=2417 Len=0,,,,,,,,,,,,,,,,,,,
9267,694.625638,202.70.54.17,172.20.10.7,TCP,1414,80  >  49478 [ACK] Seq=5327788 Ack=154441 Win=2417 Len=1360 [TCP segment of a reassembled PDU],,,,,,,,,,,,,,,,,,,
